Start,Energy
2020-11-14,0.0
2020-11-15,0.0
2020-11-16,36.051
2020-11-17,12.68
2020-11-18,51.514
2020-11-19,344.008
2020-11-20,184.547
2020-11-21,38.688
2020-11-22,35.727999999999994
2020-11-23,397.307
2020-11-24,395.543
2020-11-25,160.939
2020-11-26,29.784
2020-11-27,37.721
2020-11-28,60.577
2020-11-29,36.853
2020-11-30,415.419
2020-12-01,389.185
2020-12-02,290.255
2020-12-03,326.322
2020-12-04,222.049
2020-12-05,39.499
2020-12-06,68.337
2020-12-07,418.574
2020-12-08,382.991
2020-12-09,351.987
2020-12-10,364.154
2020-12-11,49.28746362
2020-12-12,61.233000000000004
2020-12-13,26.012999999999998
2020-12-14,430.032
2020-12-15,465.42264889
2020-12-16,361.98324972
2020-12-17,437.492
2020-12-18,181.274
2020-12-19,74.819
2020-12-20,67.727
2020-12-21,300.269
2020-12-22,306.568
2020-12-23,183.669
2020-12-24,12.915
2020-12-25,14.123
2020-12-26,26.895
2020-12-27,96.643
2020-12-28,84.236
2020-12-29,123.4
2020-12-30,141.63142417
2020-12-31,36.379999999999995
2021-01-01,12.077
2021-01-02,36.866
2021-01-03,89.654
2021-01-04,463.316
2021-01-05,429.954
2021-01-06,580.2959999999999
2021-01-07,395.88
2021-01-08,300.809
2021-01-09,21.269000000000002
2021-01-10,104.268
2021-01-11,519.539
2021-01-12,463.38266556
2021-01-13,425.05
2021-01-14,401.815
2021-01-15,203.042
2021-01-16,88.91499999999999
2021-01-17,127.55799999999999
2021-01-18,137.326
2021-01-19,391.05036944
2021-01-20,346.599
2021-01-21,367.352
2021-01-22,400.551
2021-01-23,180.423
2021-01-24,52.193
2021-01-25,438.122
2021-01-26,475.588
2021-01-27,352.48699999999997
2021-01-28,428.941
2021-01-29,313.966
2021-01-30,90.22200000000001
2021-01-31,58.673
2021-02-01,532.951028889
2021-02-02,461.093
2021-02-03,531.817
2021-02-04,348.711
2021-02-05,333.534
2021-02-06,21.944000000000003
2021-02-07,45.708
2021-02-08,417.451
2021-02-09,537.749
2021-02-10,49.120000000000005
2021-02-11,501.771
2021-02-12,264.409
2021-02-13,41.761
2021-02-14,62.22
2021-02-15,0.0
2021-02-16,565.8
2021-02-17,504.75061389
2021-02-18,375.480881944
2021-02-19,306.639
2021-02-20,15.656951939999999
2021-02-21,127.805
2021-02-22,444.347
2021-02-23,439.291
2021-02-24,454.308
2021-02-25,417.698038611
2021-02-26,238.55139127799998
2021-02-27,54.557
2021-02-28,51.419000000000004
2021-03-01,445.83299999999997
2021-03-02,415.219
2021-03-03,360.231
2021-03-04,494.739
2021-03-05,430.43
2021-03-06,65.94
2021-03-07,62.929
2021-03-08,475.523
2021-03-09,480.773
2021-03-10,442.932
2021-03-11,488.033
2021-03-12,153.704
2021-03-13,114.029
2021-03-14,20.329
2021-03-15,467.085
2021-03-16,645.4590000000001
2021-03-17,500.11899999999997
2021-03-18,524.36
2021-03-19,484.434
2021-03-20,75.608
2021-03-21,24.967
2021-03-22,442.14300000000003
2021-03-23,592.445
2021-03-24,594.445
2021-03-25,541.5889999999999
2021-03-26,269.109
2021-03-27,50.081
2021-03-28,119.899
2021-03-29,486.061
2021-03-30,398.986
2021-03-31,442.606
2021-04-01,330.592
2021-04-02,338.789
2021-04-03,110.54599999999999
2021-04-04,74.416004182
2021-04-05,592.402
2021-04-06,432.493
2021-04-07,420.87638
2021-04-08,477.29368139
2021-04-09,238.43099999999998
2021-04-10,28.329
2021-04-11,90.221
2021-04-12,669.593
